국가별,시점,수출금액[천불],수입금액[천불],무역수지[천불]
중국,2019.01 월,10836336,10338825,497512
중국,2019.02 월,9532194,6583455,2948739
중국,2019.03 월,11442781,8804782,2637999
중국,2019.04 월,12429813,9793054,2636759
중국,2019.05 월,11014513,9943419,1071094
중국,2019.06 월,10422956,8656551,1766405
중국,2019.07 월,11444067,9392846,2051221
중국,2019.08 월,11287793,8312968,2974826
중국,2019.09 월,11362386,8197068,3165318
중국,2019.10 월,12243754,9215893,3027860
중국,2019.11 월,11888955,8966004,2922951
중국,2019.12 월,12296986,9023873,3273112
중국,2020.01 월,9642031,9428226,213805
중국,2020.02 월,8824933,5553041,3271893
중국,2020.03 월,10643503,8955781,1687723
중국,2020.04 월,10151495,9626467,525028
중국,2020.05 월,10743735,8993976,1749759
중국,2020.06 월,11443240,8925691,2517548
중국,2020.07 월,11726183,9184553,2541631
중국,2020.08 월,10937538,8259963,2677575
중국,2020.09 월,12185274,9166601,3018673
중국,2020.10 월,11527356,9622284,1905072
중국,2020.11 월,12029854,10286167,1743688
중국,2020.12 월,12710301,10881895,1828406
중국,2021.01 월,11787037,10763268,1023769
중국,2021.02 월,11208799,9021941,2186859
중국,2021.03 월,13408119,10884575,2523544
중국,2021.04 월,13401058,11517639,1883419
중국,2021.05 월,13246809,10874644,2372165
중국,2021.06 월,13070490,11423625,1646865
중국,2021.07 월,13586374,11524030,2062345
중국,2021.08 월,13881328,11731429,2149899
중국,2021.09 월,14291980,11409467,2882513
중국,2021.10 월,14415867,11984639,2431228
중국,2021.11 월,15272549,13663761,1608788
중국,2021.12 월,15342563,13829109,1513454
중국,2022.01 월,13369829,13178864,190965
중국,2022.02 월,13042436,10410116,2632320
중국,2022.03 월,15642332,12626984,3015349
중국,2022.04 월,12949234,12332268,616966
중국,2022.05 월,13419779,14515941,-1096162
중국,2022.06 월,12960973,14158524,-1197551
중국,2022.07 월,13214288,13823354,-609066
중국,2022.08 월,13116160,13501248,-385087
중국,2022.09 월,13342692,12677996,664696
중국,2022.10 월,12155841,13411941,-1256100
중국,2022.11 월,11377960,12129046,-751086
중국,2022.12 월,11197865,11810034,-612169
중국,2023.01 월,9207883,13142454,-3934571
중국,2023.02 월,9883670,11022787,-1139118
중국,2023.03 월,10479770,13189268,-2709498
중국,2023.04 월,9523301,11792807,-2269506
중국,2023.05 월,10583517,12376880,-1793363
중국,2023.06 월,10498953,11799900,-1300948
미국,2019.01 월,6209466,5290688,918778
미국,2019.02 월,5442457,4371194,1071263
미국,2019.03 월,6319152,5022184,1296969
미국,2019.04 월,6158443,5585755,572688
미국,2019.05 월,6500301,5512696,987605
미국,2019.06 월,6249176,4671519,1577657
미국,2019.07 월,6113230,5383261,729968
미국,2019.08 월,5619803,5175083,444720
미국,2019.09 월,5690676,4758785,931891
미국,2019.10 월,6357758,4963127,1394632
미국,2019.11 월,6265034,5273129,991906
미국,2019.12 월,6418400,5871143,547257
미국,2020.01 월,5740347,5577076,163272
미국,2020.02 월,5931572,5435012,496560
미국,2020.03 월,7281215,5371871,1909344
미국,2020.04 월,5277226,5041816,235410
미국,2020.05 월,4589358,4292824,296534
미국,2020.06 월,5735515,4597451,1138063
미국,2020.07 월,6596979,4445079,2151900
미국,2020.08 월,5581925,4614340,967585
미국,2020.09 월,6997554,4654363,2343191
미국,2020.10 월,6562209,4363458,2198751
미국,2020.11 월,6664272,4188104,2476168
미국,2020.12 월,7157647,4910784,2246863
미국,2021.01 월,8412355,5018162,3394193
미국,2021.02 월,6396235,5761028,635207
미국,2021.03 월,7970756,6221033,1749723
미국,2021.04 월,7557229,6440357,1116872
미국,2021.05 월,7448016,6436130,1011886
미국,2021.06 월,8717226,6489351,2227875
미국,2021.07 월,8724016,6339477,2384539
미국,2021.08 월,7704224,6210232,1493992
미국,2021.09 월,7983934,5959730,2024204
미국,2021.10 월,8066783,5995841,2070941
미국,2021.11 월,8133640,6640496,1493144
미국,2021.12 월,8787542,5701577,3085965
미국,2022.01 월,8569920,7105625,1464295
미국,2022.02 월,7740905,5965125,1775780
미국,2022.03 월,9638757,6996572,2642184
미국,2022.04 월,9605726,6606658,2999068
미국,2022.05 월,9620649,7196286,2424363
미국,2022.06 월,9768741,6769779,2998962
미국,2022.07 월,10104092,6690429,3413663
미국,2022.08 월,8751247,7779216,972031
미국,2022.09 월,9248928,6657837,2591091
미국,2022.10 월,8591668,6692906,1898761
미국,2022.11 월,8775694,6529866,2245828
미국,2022.12 월,9349378,6794422,2554956
미국,2023.01 월,8059573,6962993,1096580
미국,2023.02 월,8991647,6011051,2980595
미국,2023.03 월,9775095,6677848,3097247
미국,2023.04 월,9184172,5523317,3660855
미국,2023.05 월,9470911,6022492,3448419
미국,2023.06 월,9592349,5529720,4062629
일본,2019.01 월,2617333,4050305,-1432973
일본,2019.02 월,2296310,3807446,-1511136
일본,2019.03 월,2261652,4315381,-2053729
일본,2019.04 월,2277192,4632881,-2355689
일본,2019.05 월,2533489,3715764,-1182275
일본,2019.06 월,2255619,3881638,-1626019
일본,2019.07 월,2545212,4203610,-1658399
일본,2019.08 월,2243165,3886997,-1643832
일본,2019.09 월,2310566,3822451,-1511885
일본,2019.10 월,2372581,3816086,-1443505
일본,2019.11 월,2410613,3523164,-1112551
일본,2019.12 월,2296481,3925130,-1628648
일본,2020.01 월,2434953,3163260,-728307
일본,2020.02 월,2265045,3771979,-1506934
일본,2020.03 월,2485053,4390046,-1904993
일본,2020.04 월,1984660,3988576,-2003916
일본,2020.05 월,1781737,3104978,-1323241
일본,2020.06 월,1849843,3574091,-1724248
일본,2020.07 월,1999257,3862249,-1862992
일본,2020.08 월,1761393,3538571,-1777178
일본,2020.09 월,2156621,3872130,-1715509
일본,2020.10 월,1924047,3992664,-2068617
일본,2020.11 월,2122870,4054282,-1931412
일본,2020.12 월,2332173,4710209,-2378037
일본,2021.01 월,2237046,3947395,-1710349
일본,2021.02 월,2191909,4116807,-1924898
일본,2021.03 월,2415077,4834352,-2419275
일본,2021.04 월,2489525,4845079,-2355554
일본,2021.05 월,2361627,3967898,-1606272
일본,2021.06 월,2597105,4599343,-2002238
일본,2021.07 월,2565014,4536865,-1971852
일본,2021.08 월,2522980,4454302,-1931322
일본,2021.09 월,2541018,4649135,-2108118
일본,2021.10 월,2614684,4696430,-2081746
일본,2021.11 월,2813250,4863816,-2050565
일본,2021.12 월,2712571,5130742,-2418170
일본,2022.01 월,2617191,4457192,-1840000
일본,2022.02 월,2480974,4713195,-2232221
일본,2022.03 월,2775632,5335420,-2559788
일본,2022.04 월,2624894,4879908,-2255014
일본,2022.05 월,2830500,4259692,-1429192
일본,2022.06 월,2651096,4530262,-1879166
일본,2022.07 월,2494966,4543697,-2048731
일본,2022.08 월,2546588,4462975,-1916387
일본,2022.09 월,2581743,4435942,-1854199
일본,2022.10 월,2272321,4300343,-2028022
일본,2022.11 월,2301716,4313252,-2011536
일본,2022.12 월,2428656,4479917,-2051261
일본,2023.01 월,2295462,3952095,-1656633
일본,2023.02 월,2346060,4223680,-1877620
일본,2023.03 월,2414082,4478733,-2064651
일본,2023.04 월,2069419,4032092,-1962674
일본,2023.05 월,2565414,3724455,-1159041
일본,2023.06 월,2554081,4332749,-1778667
홍콩,2019.01 월,2217704,155371,2062333
홍콩,2019.02 월,2311680,126412,2185268
홍콩,2019.03 월,3266775,170408,3096367
홍콩,2019.04 월,2591788,178317,2413471
홍콩,2019.05 월,2944595,219682,2724913
홍콩,2019.06 월,2871892,109543,2762349
홍콩,2019.07 월,2761539,160270,2601269
홍콩,2019.08 월,2578176,138092,2440083
홍콩,2019.09 월,2825992,125629,2700363
홍콩,2019.10 월,2478884,120952,2357932
홍콩,2019.11 월,2454636,161674,2292963
홍콩,2019.12 월,2609215,113192,2496023
홍콩,2020.01 월,2193755,127274,2066481
홍콩,2020.02 월,2546966,129395,2417570
홍콩,2020.03 월,3172787,117348,3055439
홍콩,2020.04 월,2379362,150858,2228504
홍콩,2020.05 월,2362302,189348,2172955
홍콩,2020.06 월,2337610,108244,2229367
홍콩,2020.07 월,2034338,133119,1901218
홍콩,2020.08 월,2150969,141011,2009958
홍콩,2020.09 월,3005224,98767,2906457
홍콩,2020.10 월,2731821,85636,2646185
홍콩,2020.11 월,2635980,103143,2532838
홍콩,2020.12 월,3102677,156251,2946426
홍콩,2021.01 월,2441565,237069,2204496
홍콩,2021.02 월,2516269,160001,2356267
홍콩,2021.03 월,3402418,185057,3217361
홍콩,2021.04 월,2985366,164571,2820796
홍콩,2021.05 월,3093420,118045,2975375
홍콩,2021.06 월,3471242,160788,3310454
홍콩,2021.07 월,2872361,267293,2605068
홍콩,2021.08 월,3415829,154167,3261662
홍콩,2021.09 월,3852088,208245,3643843
홍콩,2021.10 월,2739663,194871,2544792
홍콩,2021.11 월,3232583,127361,3105223
홍콩,2021.12 월,3444273,269921,3174351
홍콩,2022.01 월,2497240,154529,2342711
홍콩,2022.02 월,2413335,133709,2279626
홍콩,2022.03 월,2845963,190361,2655602
홍콩,2022.04 월,2299944,163119,2136825
홍콩,2022.05 월,2637335,134978,2502357
홍콩,2022.06 월,2819014,165398,2653615
홍콩,2022.07 월,1683135,192917,1490218
홍콩,2022.08 월,1949320,175987,1773333
홍콩,2022.09 월,2873739,86844,2786895
홍콩,2022.10 월,2006520,191742,1814778
홍콩,2022.11 월,1811354,121792,1689563
홍콩,2022.12 월,1814288,166229,1648059
홍콩,2023.01 월,1114164,108826,1005338
홍콩,2023.02 월,1186088,96727,1089360
홍콩,2023.03 월,2204095,181068,2023027
홍콩,2023.04 월,1469327,239985,1229342
홍콩,2023.05 월,1866641,139513,1727128
홍콩,2023.06 월,2359788,151730,2208058
베트남,2019.01 월,4025560,1965418,2060142
베트남,2019.02 월,3576740,1342924,2233816
베트남,2019.03 월,4065314,1792399,2272914
베트남,2019.04 월,4197072,1853324,2343748
베트남,2019.05 월,3648722,1500624,2148098
베트남,2019.06 월,3589372,1516166,2073206
베트남,2019.07 월,4220824,1807002,2413822
베트남,2019.08 월,4484556,1989497,2495059
베트남,2019.09 월,4229158,2185354,2043804
베트남,2019.10 월,4209045,1997409,2211636
베트남,2019.11 월,4052033,1600625,2451409
베트남,2019.12 월,3879352,1520814,2358538
베트남,2020.01 월,4081500,1846198,2235302
베트남,2020.02 월,3931517,1498133,2433384
베트남,2020.03 월,3998334,1907887,2090447
베트남,2020.04 월,2713976,1565456,1148521
베트남,2020.05 월,2917842,1631142,1286701
베트남,2020.06 월,3503967,1586424,1917543
베트남,2020.07 월,4203038,1785498,2417540
베트남,2020.08 월,4107145,1850550,2256595
베트남,2020.09 월,4796012,1970095,2825917
베트남,2020.10 월,4508943,1777304,2731639
베트남,2020.11 월,4506085,1458043,3048042
베트남,2020.12 월,5242213,1701861,3540353
베트남,2021.01 월,4642318,2035501,2606817
베트남,2021.02 월,3907994,1692219,2215775
베트남,2021.03 월,4207079,2107989,2099090
베트남,2021.04 월,4334987,2138288,2196700
베트남,2021.05 월,4167819,1845275,2322544
베트남,2021.06 월,4581971,1783297,2798674
베트남,2021.07 월,4934034,1989461,2944573
베트남,2021.08 월,4850338,2123504,2726834
베트남,2021.09 월,5101701,1976767,3124934
베트남,2021.10 월,4904971,1975876,2929095
베트남,2021.11 월,5478297,2117855,3360442
베트남,2021.12 월,5617023,2179674,3437349
베트남,2022.01 월,5305471,2311736,2993734
베트남,2022.02 월,5236007,2073064,3162943
베트남,2022.03 월,6136686,2632676,3504009
베트남,2022.04 월,5405345,2338354,3066990
베트남,2022.05 월,4951819,2175085,2776734
베트남,2022.06 월,4846173,1983011,2863161
베트남,2022.07 월,5223837,2228047,2995790
베트남,2022.08 월,4733042,2774920,1958122
베트남,2022.09 월,4761384,2281161,2480223
베트남,2022.10 월,4959096,2111583,2847513
베트남,2022.11 월,4648870,1947539,2701331
베트남,2022.12 월,4755951,1867541,2888411
베트남,2023.01 월,3795324,2401870,1393455
베트남,2023.02 월,4043126,2051108,1992018
베트남,2023.03 월,4629090,2328078,2301012
베트남,2023.04 월,3800310,1891136,1909174
베트남,2023.05 월,4268053,1920967,2347086
베트남,2023.06 월,4313220,2039817,2273402
대만,2019.01 월,1289233,1331338,-42105
대만,2019.02 월,1110423,1005369,105054
대만,2019.03 월,1295304,1325310,-30006
대만,2019.04 월,1365212,1302324,62887
대만,2019.05 월,1314273,1284695,29578
대만,2019.06 월,1279975,1261269,18706
대만,2019.07 월,1162373,1356088,-193715
대만,2019.08 월,1358374,1315184,43191
대만,2019.09 월,1322317,1341141,-18824
대만,2019.10 월,1602219,1332577,269642
대만,2019.11 월,1119454,1358674,-239220
대만,2019.12 월,1447152,1503714,-56562
대만,2020.01 월,1172396,1384239,-211843
대만,2020.02 월,1066634,1328060,-261426
대만,2020.03 월,1257872,1478779,-220907
대만,2020.04 월,1251015,1265527,-14512
대만,2020.05 월,1207890,1259314,-51425
대만,2020.06 월,1348432,1332354,16078
대만,2020.07 월,1303771,1610887,-307116
대만,2020.08 월,1413335,1494593,-81258
대만,2020.09 월,1524871,1610958,-86087
대만,2020.10 월,1551769,1713655,-161886
대만,2020.11 월,1593029,1650615,-57586
대만,2020.12 월,1774431,1708030,66401
대만,2021.01 월,1597108,1782007,-184899
대만,2021.02 월,1677060,1768674,-91614
대만,2021.03 월,1901696,1970970,-69275
대만,2021.04 월,1770535,1852259,-81724
대만,2021.05 월,1950812,1908779,42032
대만,2021.06 월,2062478,1818777,243701
대만,2021.07 월,2022050,2049202,-27152
대만,2021.08 월,2138340,2026278,112062
대만,2021.09 월,2206938,1939973,266965
대만,2021.10 월,2226232,1987232,239000
대만,2021.11 월,2398739,2193905,204834
대만,2021.12 월,2333288,2187757,145530
대만,2022.01 월,1888769,2120717,-231948
대만,2022.02 월,2243277,1982899,260379
대만,2022.03 월,2621276,2419488,201789
대만,2022.04 월,2309273,2398831,-89558
대만,2022.05 월,2949302,2427229,522073
대만,2022.06 월,2415618,2538659,-123041
대만,2022.07 월,2031223,2680136,-648913
대만,2022.08 월,2219440,2660237,-440797
대만,2022.09 월,1985916,2652550,-666634
대만,2022.10 월,1794126,2239636,-445510
대만,2022.11 월,1936579,1982602,-46023
대만,2022.12 월,1803441,2171610,-368169
대만,2023.01 월,1212534,1747522,-534988
대만,2023.02 월,1413034,1897377,-484343
대만,2023.03 월,1657140,2450251,-793111
대만,2023.04 월,1491815,1895150,-403335
대만,2023.05 월,1605651,2122541,-516890
대만,2023.06 월,1837946,1936746,-98800
싱가포르,2019.01 월,1274628,575123,699505
싱가포르,2019.02 월,1243481,401196,842285
싱가포르,2019.03 월,954672,550742,403930
싱가포르,2019.04 월,1361362,568477,792886
싱가포르,2019.05 월,986597,540514,446084
싱가포르,2019.06 월,822704,555466,267239
싱가포르,2019.07 월,1061854,678675,383179
싱가포르,2019.08 월,1283150,489801,793349
싱가포르,2019.09 월,925188,543508,381680
싱가포르,2019.10 월,962190,595770,366420
싱가포르,2019.11 월,793338,470302,323036
싱가포르,2019.12 월,1098868,690902,407966
싱가포르,2020.01 월,1084771,884791,199980
싱가포르,2020.02 월,1140564,567146,573418
싱가포르,2020.03 월,980416,637272,343144
싱가포르,2020.04 월,748962,637987,110975
싱가포르,2020.05 월,665959,568827,97131
싱가포르,2020.06 월,918584,737909,180674
싱가포르,2020.07 월,586851,871067,-284216
싱가포르,2020.08 월,711140,669747,41393
싱가포르,2020.09 월,759781,689290,70491
싱가포르,2020.10 월,586414,674736,-88322
싱가포르,2020.11 월,736473,729465,7009
싱가포르,2020.12 월,908473,769755,138718
싱가포르,2021.01 월,630652,1023343,-392692
싱가포르,2021.02 월,698979,762986,-64007
싱가포르,2021.03 월,1111517,1018695,92822
싱가포르,2021.04 월,884063,1119938,-235876
싱가포르,2021.05 월,1381625,809805,571821
싱가포르,2021.06 월,1181819,982946,198872
싱가포르,2021.07 월,1582735,831688,751046
싱가포르,2021.08 월,1116604,745968,370635
싱가포르,2021.09 월,1332202,854246,477955
싱가포르,2021.10 월,1353718,874566,479151
싱가포르,2021.11 월,1463579,764867,698713
싱가포르,2021.12 월,1411021,902243,508778
싱가포르,2022.01 월,1375445,915495,459949
싱가포르,2022.02 월,1426093,758087,668006
싱가포르,2022.03 월,2118976,753832,1365144
싱가포르,2022.04 월,1857721,842717,1015004
싱가포르,2022.05 월,1652991,857067,795924
싱가포르,2022.06 월,1532102,875565,656537
싱가포르,2022.07 월,1923476,889624,1033851
싱가포르,2022.08 월,2213095,1029960,1183136
싱가포르,2022.09 월,1939090,839911,1099179
싱가포르,2022.10 월,1323398,795403,527996
싱가포르,2022.11 월,1306892,758061,548832
싱가포르,2022.12 월,1536129,1032059,504070
싱가포르,2023.01 월,1309931,872364,437568
싱가포르,2023.02 월,1396062,1045083,350979
싱가포르,2023.03 월,1663582,830453,833129
싱가포르,2023.04 월,1551136,1136270,414866
싱가포르,2023.05 월,1168420,853057,315363
싱가포르,2023.06 월,1218839,1068665,150174
인도,2019.01 월,1426879,469815,957064
인도,2019.02 월,1211542,362805,848737
인도,2019.03 월,1374742,384586,990156
인도,2019.04 월,1322356,430893,891462
인도,2019.05 월,1414633,568308,846326
인도,2019.06 월,1271463,523080,748383
인도,2019.07 월,1367290,449310,917980
인도,2019.08 월,1284406,465467,818939
인도,2019.09 월,1149114,458360,690754
인도,2019.10 월,1155432,463397,692036
인도,2019.11 월,1038294,462664,575631
인도,2019.12 월,1080150,526575,553575
인도,2020.01 월,1227490,566832,660658
인도,2020.02 월,1384859,515487,869372
인도,2020.03 월,1226092,499807,726285
인도,2020.04 월,531139,439572,91567
인도,2020.05 월,395079,259905,135174
인도,2020.06 월,583519,308683,274836
인도,2020.07 월,787008,343832,443176
인도,2020.08 월,858405,370371,488034
인도,2020.09 월,1471347,414205,1057143
인도,2020.10 월,1079873,393034,686839
인도,2020.11 월,1133714,375150,758565
인도,2020.12 월,1258791,413849,844942
인도,2021.01 월,1271503,560709,710794
인도,2021.02 월,1286165,466759,819407
인도,2021.03 월,1335901,633630,702271
인도,2021.04 월,1351273,734173,617100
인도,2021.05 월,993776,583047,410729
인도,2021.06 월,1166422,586354,580069
인도,2021.07 월,1229935,711402,518534
인도,2021.08 월,1285755,737523,548233
인도,2021.09 월,1493611,765524,728087
인도,2021.10 월,1401205,741357,659847
인도,2021.11 월,1473320,791821,681499
인도,2021.12 월,1314390,743736,570654
인도,2022.01 월,1465043,695030,770013
인도,2022.02 월,1351392,732730,618663
인도,2022.03 월,1508013,983453,524559
인도,2022.04 월,1540595,891258,649336
인도,2022.05 월,1700823,1078170,622652
인도,2022.06 월,1428532,855862,572670
인도,2022.07 월,2361418,844865,1516553
인도,2022.08 월,1630462,681162,949300
인도,2022.09 월,1615030,577671,1037359
인도,2022.10 월,1403230,521848,881382
인도,2022.11 월,1379462,537507,841955
인도,2022.12 월,1486070,497546,988524
인도,2023.01 월,1452910,543122,909789
인도,2023.02 월,1499586,498137,1001448
인도,2023.03 월,1575861,615486,960375
인도,2023.04 월,1330747,530755,799991
인도,2023.05 월,1348165,564171,783994
인도,2023.06 월,1429629,555331,874298
독일,2019.01 월,806681,1616982,-810302
독일,2019.02 월,638772,1213228,-574456
독일,2019.03 월,782634,1643711,-861077
독일,2019.04 월,767488,1619274,-851786
독일,2019.05 월,760333,1613922,-853589
독일,2019.06 월,699696,1501146,-801450
독일,2019.07 월,657746,1951887,-1294142
독일,2019.08 월,650596,1827951,-1177355
독일,2019.09 월,699791,1562558,-862767
독일,2019.10 월,769706,1828088,-1058382
독일,2019.11 월,662623,1601726,-939103
독일,2019.12 월,789672,1956463,-1166791
독일,2020.01 월,728795,1349395,-620600
독일,2020.02 월,592074,1530818,-938744
독일,2020.03 월,891397,1994861,-1103464
독일,2020.04 월,785610,1854688,-1069079
독일,2020.05 월,729780,1725030,-995250
독일,2020.06 월,652475,1714183,-1061708
독일,2020.07 월,819472,1565051,-745579
독일,2020.08 월,637646,1412839,-775192
독일,2020.09 월,855044,1782570,-927526
독일,2020.10 월,783262,1805393,-1022132
독일,2020.11 월,977415,1995903,-1018487
독일,2020.12 월,1123166,1950186,-827021
독일,2021.01 월,1045344,1577173,-531829
독일,2021.02 월,1031447,1436168,-404721
독일,2021.03 월,1165307,1929762,-764455
독일,2021.04 월,981881,2061881,-1080000
독일,2021.05 월,949240,2023578,-1074338
독일,2021.06 월,1019440,1850098,-830657
독일,2021.07 월,771280,1908267,-1136987
독일,2021.08 월,786968,1709551,-922583
독일,2021.09 월,830673,1877836,-1047163
독일,2021.10 월,792840,1840411,-1047570
독일,2021.11 월,820883,1624659,-803775
독일,2021.12 월,914588,2156955,-1242367
독일,2022.01 월,807233,1642451,-835218
독일,2022.02 월,743495,1823431,-1079936
독일,2022.03 월,957361,2235518,-1278157
독일,2022.04 월,897849,2271245,-1373397
독일,2022.05 월,893904,2031532,-1137628
독일,2022.06 월,864252,1816313,-952061
독일,2022.07 월,886188,1836463,-950275
독일,2022.08 월,803647,2066846,-1263199
독일,2022.09 월,942249,1630481,-688232
독일,2022.10 월,723292,2113308,-1390017
독일,2022.11 월,628425,2006918,-1378493
독일,2022.12 월,919837,2140351,-1220513
독일,2023.01 월,734839,1960881,-1226042
독일,2023.02 월,801519,2216939,-1415420
독일,2023.03 월,895044,1960725,-1065681
독일,2023.04 월,899203,1931172,-1031968
독일,2023.05 월,819148,2107430,-1288283
독일,2023.06 월,1229637,2528891,-1299254
멕시코,2019.01 월,1105292,678562,426729
멕시코,2019.02 월,798013,382763,415250
멕시코,2019.03 월,948654,428810,519844
멕시코,2019.04 월,930782,594054,336728
멕시코,2019.05 월,943571,438179,505392
멕시코,2019.06 월,968411,498697,469714
멕시코,2019.07 월,985030,552652,432378
멕시코,2019.08 월,871473,470066,401407
멕시코,2019.09 월,886426,519903,366522
멕시코,2019.10 월,911523,544519,367005
멕시코,2019.11 월,766331,435420,330912
멕시코,2019.12 월,811511,616241,195270
멕시코,2020.01 월,720072,647584,72488
멕시코,2020.02 월,733407,507380,226028
멕시코,2020.03 월,840423,580616,259807
멕시코,2020.04 월,530739,469335,61404
멕시코,2020.05 월,374881,531316,-156436
멕시코,2020.06 월,532941,362692,170249
멕시코,2020.07 월,692258,480157,212100
멕시코,2020.08 월,635886,328661,307225
멕시코,2020.09 월,779386,673600,105787
멕시코,2020.10 월,760945,585183,175763
멕시코,2020.11 월,770641,598507,172134
멕시코,2020.12 월,869426,590849,278577
멕시코,2021.01 월,808676,594801,213875
멕시코,2021.02 월,782957,537383,245574
멕시코,2021.03 월,923558,702853,220706
멕시코,2021.04 월,877857,635939,241919
멕시코,2021.05 월,897619,508954,388665
멕시코,2021.06 월,987868,581671,406197
멕시코,2021.07 월,1129023,780731,348292
멕시코,2021.08 월,1023433,726517,296916
멕시코,2021.09 월,987890,579617,408273
멕시코,2021.10 월,975661,736639,239023
멕시코,2021.11 월,874747,674912,199835
멕시코,2021.12 월,1020958,828862,192096
멕시코,2022.01 월,1197523,661366,536157
멕시코,2022.02 월,947516,517758,429758
멕시코,2022.03 월,1357921,561384,796537
멕시코,2022.04 월,1168987,581530,587458
멕시코,2022.05 월,1136933,776414,360519
멕시코,2022.06 월,1014012,935871,78141
멕시코,2022.07 월,1077984,890933,187051
멕시코,2022.08 월,1103738,705765,397972
멕시코,2022.09 월,991529,672530,319000
멕시코,2022.10 월,874789,730604,144185
멕시코,2022.11 월,857887,660778,197109
멕시코,2022.12 월,925393,882439,42954
멕시코,2023.01 월,884770,714072,170698
멕시코,2023.02 월,994425,743952,250474
멕시코,2023.03 월,1086245,646974,439271
멕시코,2023.04 월,914527,670876,243651
멕시코,2023.05 월,1041994,570921,471073
멕시코,2023.06 월,1112067,693585,418481
인도네시아,2019.01 월,740682,896431,-155750
인도네시아,2019.02 월,594602,837420,-242818
인도네시아,2019.03 월,677513,745961,-68448
인도네시아,2019.04 월,676562,856863,-180301
인도네시아,2019.05 월,598750,715305,-116555
인도네시아,2019.06 월,638613,661052,-22439
인도네시아,2019.07 월,663351,727866,-64515
인도네시아,2019.08 월,603004,691679,-88675
인도네시아,2019.09 월,597691,700857,-103166
인도네시아,2019.10 월,678570,689177,-10607
인도네시아,2019.11 월,612984,620690,-7706
인도네시아,2019.12 월,567730,676472,-108742
인도네시아,2020.01 월,588782,682743,-93960
인도네시아,2020.02 월,601157,679343,-78185
인도네시아,2020.03 월,588487,755776,-167288
인도네시아,2020.04 월,446237,644139,-197902
인도네시아,2020.05 월,332020,553943,-221923
인도네시아,2020.06 월,401298,588365,-187067
인도네시아,2020.07 월,446564,711514,-264950
인도네시아,2020.08 월,415223,478444,-63221
인도네시아,2020.09 월,533789,601019,-67230
인도네시아,2020.10 월,487889,596970,-109081
인도네시아,2020.11 월,611233,627890,-16657
인도네시아,2020.12 월,860222,674552,185670
인도네시아,2021.01 월,563977,724586,-160609
인도네시아,2021.02 월,608588,746846,-138258
인도네시아,2021.03 월,695531,764719,-69188
인도네시아,2021.04 월,666339,829827,-163487
인도네시아,2021.05 월,687664,710015,-22351
인도네시아,2021.06 월,699460,750260,-50800
인도네시아,2021.07 월,691666,1076989,-385324
인도네시아,2021.08 월,642310,1028246,-385936
인도네시아,2021.09 월,666604,945702,-279098
인도네시아,2021.10 월,741270,926588,-185318
인도네시아,2021.11 월,882934,925632,-42698
인도네시아,2021.12 월,1003991,1295684,-291693
인도네시아,2022.01 월,898239,1377844,-479605
인도네시아,2022.02 월,748972,1058060,-309088
인도네시아,2022.03 월,875279,1530251,-654971
인도네시아,2022.04 월,861040,1250956,-389916
인도네시아,2022.05 월,1024150,1319683,-295533
인도네시아,2022.06 월,845198,1064062,-218864
인도네시아,2022.07 월,893010,1425192,-532182
인도네시아,2022.08 월,892844,1436156,-543312
인도네시아,2022.09 월,876418,1412309,-535891
인도네시아,2022.10 월,788647,1192523,-403876
인도네시아,2022.11 월,764053,1156651,-392599
인도네시아,2022.12 월,748048,1511162,-763114
인도네시아,2023.01 월,703632,1384279,-680647
인도네시아,2023.02 월,795838,1249718,-453880
인도네시아,2023.03 월,918339,1100559,-182220
인도네시아,2023.04 월,778150,861138,-82989
인도네시아,2023.05 월,744226,942275,-198049
인도네시아,2023.06 월,832065,997368,-165303
호주,2019.01 월,707863,2043828,-1335965
호주,2019.02 월,546974,1382631,-835657
호주,2019.03 월,588306,1483663,-895357
호주,2019.04 월,724294,1562612,-838319
호주,2019.05 월,665621,1760505,-1094885
호주,2019.06 월,616376,1717384,-1101008
호주,2019.07 월,843933,1799034,-955102
호주,2019.08 월,615542,2158989,-1543447
호주,2019.09 월,592563,1443034,-850471
호주,2019.10 월,709472,1793847,-1084376
호주,2019.11 월,660667,1479839,-819172
호주,2019.12 월,618957,1982870,-1363913
호주,2020.01 월,553671,1928577,-1374906
호주,2020.02 월,459049,1315474,-856425
호주,2020.03 월,572797,1571817,-999020
호주,2020.04 월,386091,1536407,-1150316
호주,2020.05 월,268931,1395909,-1126978
호주,2020.06 월,415240,1288294,-873054
호주,2020.07 월,558758,1423646,-864888
호주,2020.08 월,562582,1207179,-644597
호주,2020.09 월,623736,1705440,-1081704
호주,2020.10 월,592940,1728019,-1135079
호주,2020.11 월,584047,1715033,-1130986
호주,2020.12 월,610686,1891325,-1280639
호주,2021.01 월,621425,1827010,-1205586
호주,2021.02 월,625420,2217456,-1592036
호주,2021.03 월,725610,2693118,-1967507
호주,2021.04 월,767341,2406133,-1638792
호주,2021.05 월,682264,2075597,-1393333
호주,2021.06 월,847889,2276419,-1428530
호주,2021.07 월,899641,3184507,-2284867
호주,2021.08 월,675742,2761561,-2085819
호주,2021.09 월,804980,3287105,-2482124
호주,2021.10 월,1021644,2878302,-1856658
호주,2021.11 월,947691,3478892,-2531201
호주,2021.12 월,1130830,3831862,-2701031
호주,2022.01 월,1061362,3955418,-2894056
